date,dengue,isPartial
2012-01-01,11.127110749806885,False
2012-01-08,6.358348999889649,False
2012-01-15,6.358348999889649,False
2012-01-22,11.127110749806885,False
2012-01-29,7.947936249862061,False
2012-02-05,9.537523499834473,False
2012-02-12,9.537523499834473,False
2012-02-19,12.716697999779297,False
2012-02-26,12.716697999779297,False
2012-03-04,7.947936249862061,False
2012-03-11,7.947936249862061,False
2012-03-18,17.485459749696535,False
2012-03-25,12.716697999779297,False
2012-04-01,9.537523499834473,False
2012-04-08,12.716697999779297,False
2012-04-15,9.537523499834473,False
2012-04-22,11.127110749806885,False
2012-04-29,14.30628524975171,False
2012-05-06,12.716697999779297,False
2012-05-13,14.30628524975171,False
2012-05-20,12.716697999779297,False
2012-05-27,11.127110749806885,False
2012-06-03,14.30628524975171,False
2012-06-10,11.127110749806885,False
2012-06-17,14.30628524975171,False
2012-06-24,12.716697999779297,False
2012-07-01,14.30628524975171,False
2012-07-08,19.075046999668945,False
2012-07-15,12.716697999779297,False
2012-07-22,14.30628524975171,False
2012-07-29,9.537523499834473,False
2012-08-05,14.30628524975171,False
2012-08-12,12.716697999779297,False
2012-08-19,9.537523499834473,False
2012-08-26,11.127110749806885,False
2012-09-02,12.716697999779297,False
2012-09-09,11.127110749806885,False
2012-09-16,12.716697999779297,False
2012-09-23,9.537523499834473,False
2012-09-30,14.30628524975171,False
2012-10-07,12.716697999779297,False
2012-10-14,14.30628524975171,False
2012-10-21,15.895872499724122,False
2012-10-28,14.30628524975171,False
2012-11-04,12.716697999779297,False
2012-11-11,11.127110749806885,False
2012-11-18,9.537523499834473,False
2012-11-25,12.716697999779297,False
2012-12-02,9.537523499834473,False
2012-12-09,11.127110749806885,False
2012-12-16,11.127110749806885,False
2012-12-23,7.947936249862061,False
2012-12-30,9.537523499834473,False
2013-01-06,15.895872499724122,False
2013-01-13,14.30628524975171,False
2013-01-20,17.485459749696535,False
2013-01-27,19.075046999668945,False
2013-02-03,20.66463424964136,False
2013-02-10,27.02298324953101,False
2013-02-17,22.25422149961377,False
2013-02-24,27.02298324953101,False
2013-03-03,22.25422149961377,False
2013-03-10,17.485459749696535,False
2013-03-17,14.30628524975171,False
2013-03-24,27.02298324953101,False
2013-03-31,27.02298324953101,False
2013-04-07,58.81472824897925,False
2013-04-14,57.22514099900684,False
2013-04-21,47.68761749917237,False
2013-04-28,68.35225174881373,False
2013-05-05,55.63555374903443,False
2013-05-12,49.27720474914478,False
2013-05-19,46.09803024919996,False
2013-05-26,93.78564774837231,False
2013-06-02,93.78564774837231,False
2013-06-09,158.95872499724123,False
2013-06-16,114.45028199801368,False
2013-06-23,68.35225174881373,False
2013-06-30,71.53142624875855,False
2013-07-07,55.63555374903443,False
2013-07-14,50.86679199911719,False
2013-07-21,41.32926849928272,False
2013-07-28,36.56050674936548,False
2013-08-04,34.97091949939307,False
2013-08-11,41.32926849928272,False
2013-08-18,33.38133224942066,False
2013-08-25,30.202157749475834,False
2013-09-01,25.433395999558595,False
2013-09-08,38.15009399933789,False
2013-09-15,34.97091949939307,False
2013-09-22,25.433395999558595,False
2013-09-29,36.56050674936548,False
2013-10-06,34.97091949939307,False
2013-10-13,31.791744999448245,False
2013-10-20,46.09803024919996,False
2013-10-27,41.32926849928272,False
2013-11-03,34.97091949939307,False
2013-11-10,33.38133224942066,False
2013-11-17,41.32926849928272,False
2013-11-24,34.97091949939307,False
2013-12-01,33.38133224942066,False
2013-12-08,23.843808749586184,False
2013-12-15,28.61257049950342,False
2013-12-22,23.843808749586184,False
2013-12-29,27.02298324953101,False
2014-01-05,33.38133224942066,False
2014-01-12,34.97091949939307,False
2014-01-19,25.433395999558595,False
2014-01-26,23.843808749586184,False
2014-02-02,22.25422149961377,False
2014-02-09,28.61257049950342,False
2014-02-16,27.02298324953101,False
2014-02-23,28.61257049950342,False
2014-03-02,25.433395999558595,False
2014-03-09,19.075046999668945,False
2014-03-16,17.485459749696535,False
2014-03-23,20.66463424964136,False
2014-03-30,22.25422149961377,False
2014-04-06,19.075046999668945,False
2014-04-13,23.843808749586184,False
2014-04-20,27.02298324953101,False
2014-04-27,28.61257049950342,False
2014-05-04,20.66463424964136,False
2014-05-11,22.25422149961377,False
2014-05-18,22.25422149961377,False
2014-05-25,30.202157749475834,False
2014-06-01,27.02298324953101,False
2014-06-08,31.791744999448245,False
2014-06-15,38.15009399933789,False
2014-06-22,33.38133224942066,False
2014-06-29,39.73968124931031,False
2014-07-06,61.99390274892408,False
2014-07-13,47.68761749917237,False
2014-07-20,57.22514099900684,False
2014-07-27,39.73968124931031,False
2014-08-03,41.32926849928272,False
2014-08-10,41.32926849928272,False
2014-08-17,38.15009399933789,False
2014-08-24,30.202157749475834,False
2014-08-31,25.433395999558595,False
2014-09-07,27.02298324953101,False
2014-09-14,27.02298324953101,False
2014-09-21,19.075046999668945,False
2014-09-28,28.61257049950342,False
2014-10-05,20.66463424964136,False
2014-10-12,19.075046999668945,False
2014-10-19,22.25422149961377,False
2014-10-26,22.25422149961377,False
2014-11-02,14.30628524975171,False
2014-11-09,19.075046999668945,False
2014-11-16,15.895872499724122,False
2014-11-23,19.075046999668945,False
2014-11-30,17.485459749696535,False
2014-12-07,19.075046999668945,False
2014-12-14,15.895872499724122,False
2014-12-21,14.30628524975171,False
2014-12-28,17.485459749696535,False
2015-01-04,18.85601206352675,False
2015-01-11,20.57019497839282,False
2015-01-18,15.427646233794617,False
2015-01-25,19.42740636848211,False
2015-02-01,13.142069013973192,False
2015-02-08,13.142069013973192,False
2015-02-15,11.427886099107123,False
